Row ID,Order ID,Order Date,Ship Date,Ship Mode,Customer ID,Customer Name,Segment,Country,City,State,Postal Code,Region,Product ID,Category,Sub-Category,Product Name,Sales,year,month
219,US-2017-125105,25/04/2017,01/05/2017,Second Class,SP-20650,Stephanie Phelps,Corporate,United States,Cincinnati,Ohio,45231,East,TEC-CO-10543292,Technology,Copiers,Canon Image Class D660 Copier,1115.123,2017,4
220,US-2016-158540,23/11/2016,01/12/2016,Standard Class,LC-16930,Linda Cazamias,Corporate,United States,Pittsburgh,Pennsylvania,55457,East,OFF-ST-15632941,Office Supplies,Storage,Fellowes Super Stor/Drawer,735.476,2016,11
221,CA-2015-173975,29/06/2015,01/07/2015,First Class,KH-16690,Kristen Hastings,Corporate,United States,Jacksonville,Florida,67438,South,TEC-CO-16946088,Technology,Copiers,Canon PC1080F Personal Copier,1326.737,2015,6
222,CA-2018-140441,21/02/2018,22/02/2018,Same Day,ES-14080,Erin Smith,Corporate,United States,Jackson,Michigan,14379,Central,OFF-BI-14380995,Office Supplies,Binders,GBC VeloBinder Manual Binding System,261.553,2018,2
223,US-2016-157954,11/07/2016,14/07/2016,Second Class,BS-11755,Bruce Stewart,Consumer,United States,Florence,Kentucky,14062,South,OFF-ST-17284673,Office Supplies,Storage,Tennsco Lockers Gray,356.2,2016,7
224,CA-2016-138890,07/04/2016,09/04/2016,Same Day,JD-15895,Jonathan Doherty,Corporate,United States,Springfield,Massachusetts,22571,East,FUR-FU-19221808,Furniture,Furnishings,Aluminum Document Frame,539.258,2016,4
225,CA-2017-166542,02/01/2017,02/01/2017,Same Day,JE-16165,Justin Ellison,Corporate,United States,Indianapolis,Indiana,47201,Central,FUR-TA-11374659,Furniture,Tables,Bush Advantage Collection Round Conference Table,406.05,2017,1
226,CA-2018-134510,30/08/2018,01/09/2018,Same Day,SF-20065,Sandra Flanagan,Consumer,United States,Rochester,Minnesota,59996,Central,OFF-ST-10748547,Office Supplies,Storage,SAFCO Boltless Steel Shelving,923.376,2018,8
227,US-2017-172561,16/10/2017,22/10/2017,Standard Class,LC-16885,Lena Creighton,Consumer,United States,Garland,Texas,55061,South,TEC-CO-13817030,Technology,Copiers,Canon Image Class D660 Copier,1356.097,2017,10
228,CA-2018-122659,02/10/2018,03/10/2018,Same Day,GM-14455,Gary Mitchum,Home Office,United States,Lancaster,Pennsylvania,14551,East,TEC-AC-17533636,Technology,Accessories,Imation 8GB Mini TravelDrive USB 2.0 Flash Drive,586.742,2018,10
229,CA-2016-111406,08/04/2016,11/04/2016,Second Class,RC-19960,Ryan Crowe,Consumer,United States,Memphis,Tennessee,92211,South,FUR-BO-11124274,Furniture,Bookcases,Sauder Barrister Bookcases,1391.948,2016,4
230,CA-2017-113237,22/05/2017,22/05/2017,Same Day,SC-20725,Steven Cartwright,Consumer,United States,Ann Arbor,Michigan,29613,Central,FUR-CH-19440266,Furniture,Chairs,Global Deluxe High-Back Manager Chair,3036.428,2017,5
231,US-2017-181999,30/07/2017,04/08/2017,First Class,KL-16555,Kelly Lampkin,Corporate,United States,Omaha,Nebraska,32570,Central,OFF-FA-16739741,Office Supplies,Fasteners,OIC Binder Clips,3113.731,2017,7
232,CA-2017-132411,20/12/2017,23/12/2017,Second Class,DW-13585,Dorothy Wardle,Corporate,United States,Franklin,Wisconsin,12651,Central,OFF-LA-14703436,Office Supplies,Labels,Avery 509,3004.105,2017,12
233,US-2015-161112,27/04/2015,02/05/2015,Second Class,DW-13585,Dorothy Wardle,Corporate,United States,Cedar Rapids,Iowa,64627,Central,TEC-PH-17410774,Technology,Phones,AT&T TR1909W,2884.245,2015,4
234,US-2018-103794,22/09/2018,24/09/2018,First Class,DS-13180,David Smith,Corporate,United States,Vancouver,Washington,76426,West,OFF-ST-19540738,Office Supplies,Storage,Tennsco Lockers Gray,3063.382,2018,9
235,CA-2016-108804,30/01/2016,02/02/2016,Second Class,GT-14755,Guy Thornton,Consumer,United States,Henderson,Kentucky,45910,South,OFF-AP-16659586,Office Supplies,Appliances,Holmes Odor Grabber,435.307,2016,1
236,CA-2015-133903,04/05/2015,09/05/2015,First Class,VW-21775,Victoria Wilson,Corporate,United States,Eagan,Minnesota,86923,Central,TEC-MA-12743303,Technology,Machines,Xerox WorkCentre 6505DN Laser Multifunction Printer,2411.599,2015,5
237,US-2017-140970,15/01/2017,15/01/2017,Same Day,ES-14080,Erin Smith,Corporate,United States,Aurora,Colorado,98826,West,FUR-BO-18611430,Furniture,Bookcases,Atlantic Metals Mobile 3-Shelf Bookcases,2731.502,2017,1
238,CA-2015-133903,31/08/2015,04/09/2015,Second Class,VW-21775,Victoria Wilson,Corporate,United States,Cary,North Carolina,89736,South,OFF-LA-16316209,Office Supplies,Labels,Avery 480,1607.575,2015,8
239,US-2016-187782,26/08/2016,31/08/2016,First Class,JH-15985,Joseph Holt,Consumer,United States,Fort Lauderdale,Florida,96816,South,OFF-SU-14742531,Office Supplies,Supplies,Martin-Yale Premier Letter Opener,380.15,2016,8
240,CA-2015-164154,22/06/2015,26/06/2015,First Class,SG-20080,Sandra Glassco,Consumer,United States,Springfield,Massachusetts,29651,East,TEC-AC-16779646,Technology,Accessories,Imation 8GB Mini TravelDrive USB 2.0 Flash Drive,2383.284,2015,6
241,CA-2015-189957,02/12/2015,04/12/2015,Same Day,JD-15895,Jonathan Doherty,Corporate,United States,Independence,Missouri,14629,Central,TEC-AC-13730635,Technology,Accessories,Logitech K350 2.4Ghz Wireless Keyboard,2747.57,2015,12
242,CA-2017-183695,17/09/2017,20/09/2017,First Class,JD-15895,Jonathan Doherty,Corporate,United States,Phoenix,Arizona,85023,West,FUR-BO-13071377,Furniture,Bookcases,O Sullivan Living Dimensions 2-Shelf Bookcases,3148.77,2017,9
243,CA-2015-161112,24/04/2015,27/04/2015,First Class,DW-13585,Dorothy Wardle,Corporate,United States,Dover,Delaware,58717,East,OFF-LA-11976045,Office Supplies,Labels,Avery 480,3032.644,2015,4
244,CA-2015-144914,30/08/2015,02/09/2015,Second Class,RB-19795,Ross Baird,Home Office,United States,Norman,Oklahoma,64146,Central,FUR-TA-13360419,Furniture,Tables,KI Conference Tables,1993.774,2015,8
245,CA-2018-117790,15/03/2018,18/03/2018,First Class,HK-14890,Heather Kirkland,Corporate,United States,Montgomery,Alabama,92710,South,FUR-BO-10079079,Furniture,Bookcases,Bush Somerset Collection Bookcase,734.42,2018,3
246,US-2016-150242,22/10/2016,28/10/2016,Second Class,AB-10060,Adam Bellavance,Home Office,United States,Warner Robins,Georgia,93032,South,OFF-FA-18009447,Office Supplies,Fasteners,Bagged Rubber Bands,1869.172,2016,10
247,CA-2017-165973,08/01/2017,11/01/2017,First Class,SO-20335,Sean ODonnell,Consumer,United States,Raleigh,North Carolina,55134,South,OFF-ST-16434909,Office Supplies,Storage,Fellowes Super Stor/Drawer,586.237,2017,1
248,US-2015-152873,02/06/2015,07/06/2015,First Class,TS-21610,Troy Staebel,Consumer,United States,Wilmington,Delaware,54922,East,OFF-EN-12766286,Office Supplies,Envelopes,Staple envelope,786.676,2015,6
249,CA-2016-177846,18/04/2016,24/04/2016,Standard Class,MA-17560,Matt Abelman,Home Office,United States,Auburn,New York,93928,East,OFF-SU-10815153,Office Supplies,Supplies,Martin-Yale Premier Letter Opener,2317.571,2016,4
250,CA-2015-145242,25/01/2015,02/02/2015,Standard Class,RB-19705,Roger Barcio,Home Office,United States,Canton,Michigan,43126,Central,OFF-ST-10156104,Office Supplies,Storage,Safco Industrial Wire Shelving,2316.503,2015,1
251,CA-2017-134471,15/11/2017,21/11/2017,Second Class,EH-13945,Eric Hoffmann,Consumer,United States,Richmond,Virginia,23928,South,OFF-AR-13351238,Office Supplies,Art,Dixon Oriole Pencils,3405.973,2017,11
252,US-2017-140970,27/12/2017,29/12/2017,Same Day,ES-14080,Erin Smith,Corporate,United States,Bossier City,Louisiana,37222,South,TEC-CO-13934345,Technology,Copiers,Sharp AL-1530CS Digital Copier,2351.373,2017,12
253,US-2015-160853,21/10/2015,22/10/2015,Same Day,SF-20065,Sandra Flanagan,Consumer,United States,Austin,Texas,78745,South,FUR-FU-14431282,Furniture,Furnishings,Howard Miller 13.75 Diameter Brushed Chrome Round Wall Clock,2846.498,2015,10
254,CA-2015-146861,29/05/2015,02/06/2015,First Class,RC-19960,Ryan Crowe,Consumer,United States,Amarillo,Texas,16014,South,FUR-TA-15514013,Furniture,Tables,KI Conference Tables,3342.902,2015,5
255,CA-2017-185045,17/02/2017,21/02/2017,First Class,LH-16900,Lena Hernandez,Consumer,United States,Bristol,Tennessee,69839,South,OFF-FA-17075620,Office Supplies,Fasteners,Bagged Rubber Bands,585.392,2017,2
256,CA-2016-189714,22/12/2016,28/12/2016,Standard Class,EH-13945,Eric Hoffmann,Consumer,United States,Fremont,Nebraska,33758,Central,TEC-CO-10483456,Technology,Copiers,Sharp AL-1530CS Digital Copier,2546.021,2016,12
257,CA-2016-184233,04/09/2016,04/09/2016,Same Day,CV-12805,Cynthia Voltz,Corporate,United States,Chicago,Illinois,60610,Central,TEC-MA-18804983,Technology,Machines,Lexmark MX611dhe Monochrome Laser Printer,2019.118,2016,9
258,CA-2016-126302,08/12/2016,10/12/2016,First Class,AG-10270,Alejandro Grove,Consumer,United States,Billings,Montana,96993,West,TEC-CO-19367461,Technology,Copiers,Canon PC1080F Personal Copier,2145.973,2016,12
259,US-2015-166444,26/11/2015,02/12/2015,Second Class,JC-16105,Julie Creighton,Corporate,United States,Marysville,Washington,52026,West,FUR-BO-10844744,Furniture,Bookcases,Sauder Barrister Bookcases,2252.324,2015,11
260,CA-2018-197679,01/05/2018,09/05/2018,Standard Class,RB-19705,Roger Barcio,Home Office,United States,Jackson,Michigan,75333,Central,OFF-EN-18344540,Office Supplies,Envelopes,Poly String Tie Envelopes,361.046,2018,5
261,CA-2018-129218,19/01/2018,24/01/2018,Standard Class,JH-15910,Jonathan Howell,Consumer,United States,Warwick,New Jersey,98011,East,OFF-EN-10910586,Office Supplies,Envelopes,Globe Weis Peel and Seel First Class Envelopes,1163.24,2018,1
262,CA-2018-149006,03/12/2018,08/12/2018,First Class,TB-21520,Tracy Blumstein,Consumer,United States,Charlotte,North Carolina,28205,South,OFF-LA-18757456,Office Supplies,Labels,Avery 473,162.132,2018,12
263,CA-2016-189714,09/09/2016,15/09/2016,Second Class,EH-13945,Eric Hoffmann,Consumer,United States,Linden,New Jersey,25826,East,OFF-AR-13197381,Office Supplies,Art,Newell 330,378.965,2016,9
264,CA-2018-120861,24/01/2018,01/02/2018,Standard Class,GT-14755,Guy Thornton,Consumer,United States,Great Falls,Montana,79515,West,TEC-PH-17261353,Technology,Phones,GE 30524EE4,1691.296,2018,1
265,CA-2016-189714,20/12/2016,24/12/2016,Second Class,EH-13945,Eric Hoffmann,Consumer,United States,Urbandale,Iowa,60418,Central,OFF-AR-16675150,Office Supplies,Art,Sanford Liquid Accent Highlighters,3396.78,2016,12
266,CA-2018-129218,10/03/2018,16/03/2018,Second Class,JH-15910,Jonathan Howell,Consumer,United States,Manchester,Connecticut,36330,East,FUR-BO-12225862,Furniture,Bookcases,Sauder Barrister Bookcases,2276.002,2018,3
267,CA-2016-150242,14/09/2016,16/09/2016,First Class,AB-10060,Adam Bellavance,Home Office,United States,Baltimore,Maryland,98374,East,TEC-MA-10214253,Technology,Machines,Swingline SM12-08 MicroCut Jam Free Shredder,90.402,2016,9
268,CA-2016-104234,28/01/2016,03/02/2016,Standard Class,SH-19975,Sally Hughsby,Corporate,United States,Mesa,Arizona,29192,West,FUR-BO-19079361,Furniture,Bookcases,O Sullivan 4-Shelf Bookcase in Odessa Pine,1585.176,2016,1
269,US-2016-103201,27/11/2016,28/11/2016,Same Day,DS-13180,David Smith,Corporate,United States,Auburn,New York,60797,East,OFF-EN-10902651,Office Supplies,Envelopes,Security-Tint Envelopes,881.191,2016,11
270,CA-2018-117790,26/04/2018,29/04/2018,First Class,HK-14890,Heather Kirkland,Corporate,United States,Scottsdale,Arizona,33255,West,TEC-PH-12915798,Technology,Phones,AT&T TR1909W,419.5,2018,4
271,CA-2015-142287,08/08/2015,12/08/2015,First Class,GH-14485,Gene Hale,Corporate,United States,Phoenix,Arizona,85023,West,OFF-ST-12578714,Office Supplies,Storage,Fellowes Super Stor/Drawer,2708.266,2015,8
272,CA-2017-190388,09/09/2017,11/09/2017,First Class,AD-10180,Alan Dominguez,Home Office,United States,Linden,New Jersey,78236,East,FUR-TA-19111373,Furniture,Tables,Bevis Boat-Shaped Conference Table,323.626,2017,9
273,CA-2016-125430,19/04/2016,23/04/2016,First Class,ER-13855,Elpida Rittenbach,Corporate,United States,Plainfield,New Jersey,79533,East,OFF-SU-11924714,Office Supplies,Supplies,Premier Automatic Letter Opener,1560.944,2016,4
274,CA-2016-158400,21/01/2016,26/01/2016,First Class,TB-21520,Tracy Blumstein,Consumer,United States,Franklin,Wisconsin,13238,Central,TEC-MA-18535166,Technology,Machines,Zebra GX420t Direct Thermal Printer,1038.926,2016,1
275,US-2016-118758,13/06/2016,18/06/2016,Standard Class,ON-18715,Odella Nelson,Corporate,United States,Dallas,Texas,75220,South,TEC-AC-11743602,Technology,Accessories,Microsoft Arc Touch Mouse,2900.963,2016,6
276,US-2018-173149,28/11/2018,04/12/2018,Standard Class,BH-11710,Brosina Hoffman,Consumer,United States,Des Moines,Iowa,21471,Central,FUR-CH-14226314,Furniture,Chairs,Hon 4700 Series Task Chair,2876.024,2018,11
277,CA-2017-144020,28/07/2017,31/07/2017,Same Day,AH-10210,Alan Hwang,Consumer,United States,Independence,Missouri,12213,Central,OFF-PA-10098967,Office Supplies,Paper,Xerox 1920,2164.986,2017,7
278,CA-2015-151788,25/12/2015,01/01/2016,Standard Class,CS-12400,Christopher Schild,Home Office,United States,Arlington,Virginia,89503,South,FUR-BO-16399057,Furniture,Bookcases,Atlantic Metals Mobile 3-Shelf Bookcases,109.805,2015,12
279,CA-2016-111915,30/09/2016,04/10/2016,Second Class,DW-13585,Dorothy Wardle,Corporate,United States,Norman,Oklahoma,93105,Central,FUR-BO-10187069,Furniture,Bookcases,Sauder Barrister Bookcases,1943.634,2016,9
280,US-2015-144270,22/01/2015,30/01/2015,Standard Class,FH-14365,Fred Hopkins,Corporate,United States,Springfield,Virginia,55069,South,FUR-FU-12390000,Furniture,Furnishings,Aluminum Document Frame,774.316,2015,1
281,US-2017-132858,10/04/2017,16/04/2017,Standard Class,SC-20770,Stewart Carmichael,Corporate,United States,Bossier City,Louisiana,94498,South,TEC-PH-11130159,Technology,Phones,Panasonic Kx-TS550,2540.111,2017,4
282,CA-2018-144791,19/06/2018,22/06/2018,First Class,SC-20770,Stewart Carmichael,Corporate,United States,Vancouver,Washington,91201,West,FUR-TA-18151398,Furniture,Tables,Bush Advantage Collection Round Conference Table,2157.966,2018,6
283,CA-2017-121292,22/12/2017,27/12/2017,Second Class,NK-18490,Neil Knudson,Home Office,United States,Minneapolis,Minnesota,55407,Central,FUR-TA-14641917,Furniture,Tables,Bevis Boat-Shaped Conference Table,471.802,2017,12
284,US-2017-170597,03/09/2017,06/09/2017,Same Day,KD-16345,Katherine Ducich,Consumer,United States,Columbia,Maryland,33038,East,TEC-PH-12348838,Technology,Phones,Panasonic Kx-TS550,2567.939,2017,9
285,CA-2015-108981,08/02/2015,13/02/2015,Standard Class,JH-15985,Joseph Holt,Consumer,United States,Indianapolis,Indiana,47201,Central,OFF-SU-17920589,Office Supplies,Supplies,Martin-Yale Premier Letter Opener,521.918,2015,2
286,CA-2018-199248,25/04/2018,28/04/2018,First Class,PG-18895,Paul Gonzalez,Consumer,United States,Columbia,Tennessee,75820,South,FUR-TA-12782393,Furniture,Tables,Chromcraft Rectangular Conference Tables,1562.879,2018,4
287,CA-2016-105610,16/10/2016,22/10/2016,Second Class,KD-16345,Katherine Ducich,Consumer,United States,Burlington,North Carolina,40375,South,FUR-BO-13926181,Furniture,Bookcases,Sauder Barrister Bookcases,1813.563,2016,10
288,CA-2017-183320,18/07/2017,21/07/2017,Same Day,IM-15070,Irene Maddox,Consumer,United States,Louisville,Kentucky,78337,South,TEC-MA-19707824,Technology,Machines,Xerox WorkCentre 6505DN Laser Multifunction Printer,610.127,2017,7
289,CA-2018-174177,07/07/2018,14/07/2018,Standard Class,GZ-14470,Gary Zandusky,Consumer,United States,Orem,Utah,55224,West,OFF-AP-10110690,Office Supplies,Appliances,Holmes Odor Grabber,488.111,2018,7
290,CA-2016-143283,27/04/2016,04/05/2016,Standard Class,KB-16600,Ken Brennan,Corporate,United States,Portland,Oregon,97206,West,TEC-PH-16956063,Technology,Phones,AT&T TR1909W,1686.345,2016,4
291,CA-2018-105136,03/09/2018,07/09/2018,Second Class,NZ-18565,Nick Zandusky,Home Office,United States,Springfield,Illinois,15655,Central,FUR-TA-18600719,Furniture,Tables,KI Conference Tables,515.734,2018,9
292,US-2016-101504,12/05/2016,18/05/2016,Second Class,VW-21775,Victoria Wilson,Corporate,United States,Richmond,Virginia,38389,South,OFF-AP-12861635,Office Supplies,Appliances,Kensington 7 Outlet MasterPiece Power Center,1438.862,2016,5
293,US-2016-118758,25/10/2016,30/10/2016,Second Class,ON-18715,Odella Nelson,Corporate,United States,Columbia,Maryland,40122,East,OFF-FA-11821504,Office Supplies,Fasteners,OIC Binder Clips,1830.444,2016,10
294,CA-2018-122659,18/03/2018,24/03/2018,Standard Class,GM-14455,Gary Mitchum,Home Office,United States,New Orleans,Louisiana,25403,South,FUR-FU-19047717,Furniture,Furnishings,Coloredge Poster Frame,3139.597,2018,3
295,CA-2018-133360,25/09/2018,27/09/2018,Same Day,IM-15070,Irene Maddox,Consumer,United States,Evansville,Indiana,59969,Central,OFF-PA-12246185,Office Supplies,Paper,Southworth 25 Cotton Antique Laid Paper and Envelopes,815.33,2018,9
296,CA-2015-190146,26/05/2015,28/05/2015,Same Day,DP-13000,Darren Powers,Consumer,United States,Fort Lauderdale,Florida,78490,South,FUR-CH-13446353,Furniture,Chairs,Office Star Ergonomic Chair,1432.14,2015,5
297,CA-2015-189957,21/03/2015,23/03/2015,Same Day,JD-15895,Jonathan Doherty,Corporate,United States,Urbandale,Iowa,46118,Central,TEC-CO-16932818,Technology,Copiers,Canon PC1080F Personal Copier,1952.354,2015,3
298,US-2016-113143,08/07/2016,10/07/2016,Same Day,SP-20650,Stephanie Phelps,Corporate,United States,Wilmington,Delaware,96413,East,FUR-TA-12714471,Furniture,Tables,Bevis Boat-Shaped Conference Table,1403.162,2016,7
299,US-2017-134483,09/10/2017,15/10/2017,Standard Class,LC-16870,Lena Cacioppo,Consumer,United States,Amarillo,Texas,29048,South,OFF-FA-11075091,Office Supplies,Fasteners,Advantus Push Pins,281.979,2017,10
300,US-2015-155724,16/07/2015,18/07/2015,Same Day,DB-13120,David Bremer,Corporate,United States,Warner Robins,Georgia,67536,South,FUR-TA-14798393,Furniture,Tables,Chromcraft Rectangular Conference Tables,2744.29,2015,7
301,CA-2016-125430,10/11/2016,13/11/2016,Second Class,ER-13855,Elpida Rittenbach,Corporate,United States,San Francisco,California,94110,West,OFF-FA-16629401,Office Supplies,Fasteners,Staples,702.686,2016,11
302,CA-2015-137409,27/12/2015,01/01/2016,Standard Class,BS-11755,Bruce Stewart,Consumer,United States,Norwich,Connecticut,46242,East,FUR-TA-16777264,Furniture,Tables,Bevis Boat-Shaped Conference Table,915.354,2015,12
303,CA-2018-148655,17/09/2018,22/09/2018,Standard Class,CS-12400,Christopher Schild,Home Office,United States,Hartford,Connecticut,77277,East,OFF-SU-14196677,Office Supplies,Supplies,Martin-Yale Premier Letter Opener,3381.262,2018,9
304,CA-2018-162676,05/05/2018,10/05/2018,First Class,RB-19795,Ross Baird,Home Office,United States,Aurora,Illinois,25239,Central,OFF-PA-13697401,Office Supplies,Paper,Southworth 25 Cotton Antique Laid Paper and Envelopes,806.296,2018,5
305,CA-2017-113237,31/07/2017,02/08/2017,First Class,SC-20725,Steven Cartwright,Consumer,United States,Belleville,New Jersey,22190,East,OFF-EN-19303830,Office Supplies,Envelopes,Poly String Tie Envelopes,1668.991,2017,7
306,US-2017-132411,22/04/2017,25/04/2017,First Class,DW-13585,Dorothy Wardle,Corporate,United States,Great Falls,Montana,40783,West,TEC-AC-13469169,Technology,Accessories,Logitech K350 2.4Ghz Wireless Keyboard,2922.622,2017,4
307,CA-2017-192908,21/03/2017,26/03/2017,Standard Class,KB-16585,Ken Black,Corporate,United States,Bloomington,Illinois,80972,Central,FUR-FU-15291817,Furniture,Furnishings,Howard Miller 13.75 Diameter Brushed Chrome Round Wall Clock,3448.794,2017,3
308,CA-2017-185979,09/09/2017,14/09/2017,Second Class,JM-15250,Janet Martin,Consumer,United States,Portland,Oregon,97206,West,OFF-AP-10546310,Office Supplies,Appliances,Holmes Odor Grabber,1379.222,2017,9
309,CA-2016-180318,22/08/2016,30/08/2016,Standard Class,NK-18490,Neil Knudson,Home Office,United States,Saint Petersburg,Florida,37623,South,OFF-PA-16066680,Office Supplies,Paper,Easy-staple paper,656.659,2016,8
310,CA-2017-118430,02/05/2017,07/05/2017,First Class,JB-15925,Joni Blumstein,Consumer,United States,Manchester,Connecticut,75374,East,OFF-AR-16246319,Office Supplies,Art,Newell 330,1403.273,2017,5
311,CA-2018-126518,03/04/2018,07/04/2018,Second Class,EB-13870,Emily Burns,Consumer,United States,Plainfield,New Jersey,66651,East,OFF-AR-12509000,Office Supplies,Art,BIC Brite Liner Highlighters,36.079,2018,4
312,US-2018-107869,13/09/2018,18/09/2018,Second Class,KB-16315,Karl Braun,Consumer,United States,Franklin,Massachusetts,84427,East,FUR-FU-12740422,Furniture,Furnishings,Eldon Wave Desk Accessories,891.505,2018,9
313,CA-2015-175609,19/08/2015,23/08/2015,First Class,ER-13855,Elpida Rittenbach,Corporate,United States,Lowell,Massachusetts,12599,East,OFF-PA-13337963,Office Supplies,Paper,Easy-staple paper,2272.66,2015,8
314,CA-2016-121964,25/05/2016,29/05/2016,First Class,DN-13690,Duane Noonan,Consumer,United States,Omaha,Nebraska,59947,Central,TEC-MA-12430151,Technology,Machines,Swingline SM12-08 MicroCut Jam Free Shredder,3250.126,2016,5
315,CA-2018-135553,20/11/2018,20/11/2018,Same Day,KB-16585,Ken Black,Corporate,United States,Las Vegas,Nevada,51088,West,OFF-LA-16634639,Office Supplies,Labels,Avery 509,2733.847,2018,11
316,CA-2017-121877,28/10/2017,31/10/2017,Same Day,ON-18715,Odella Nelson,Corporate,United States,San Francisco,California,94110,West,TEC-MA-13532803,Technology,Machines,Lexmark MX611dhe Monochrome Laser Printer,336.247,2017,10
317,US-2018-140549,08/10/2018,13/10/2018,Standard Class,JL-15505,Jeremy Lonsdale,Consumer,United States,Oklahoma City,Oklahoma,23622,Central,OFF-ST-16540534,Office Supplies,Storage,Fellowes Super Stor/Drawer,2582.101,2018,10
318,CA-2018-152022,17/11/2018,21/11/2018,Second Class,CC-12670,Craig Carreira,Consumer,United States,Los Angeles,California,90036,West,OFF-EN-17838205,Office Supplies,Envelopes,Colored Envelopes,1892.963,2018,11
319,CA-2017-113237,08/10/2017,09/10/2017,Same Day,SC-20725,Steven Cartwright,Consumer,United States,Billings,Montana,78610,West,TEC-MA-18080774,Technology,Machines,Xerox WorkCentre 6505DN Laser Multifunction Printer,2816.868,2017,10
320,CA-2018-161498,07/06/2018,12/06/2018,First Class,JD-15895,Jonathan Doherty,Corporate,United States,Phoenix,Arizona,85023,West,TEC-AC-14811072,Technology,Accessories,Logitech K350 2.4Ghz Wireless Keyboard,2407.819,2018,6
321,CA-2018-140549,02/09/2018,04/09/2018,First Class,JL-15505,Jeremy Lonsdale,Consumer,United States,Madison,Wisconsin,10946,Central,TEC-MA-16907781,Technology,Machines,Canon imageCLASS MF7460,1530.998,2018,9
322,CA-2016-115650,24/03/2016,27/03/2016,Same Day,JE-15745,Joel Eaton,Consumer,United States,Lancaster,Pennsylvania,91962,East,FUR-BO-18924543,Furniture,Bookcases,Sauder Barrister Bookcases,1446.338,2016,3
323,US-2015-119942,04/04/2015,09/04/2015,Second Class,TB-21520,Tracy Blumstein,Consumer,United States,Fremont,Nebraska,91625,Central,OFF-AR-10325400,Office Supplies,Art,Sanford Liquid Accent Highlighters,1873.328,2015,4
324,CA-2016-144815,22/02/2016,26/02/2016,First Class,GH-14485,Gene Hale,Corporate,United States,Springfield,Illinois,21822,Central,FUR-CH-13643811,Furniture,Chairs,Office Star Ergonomic Chair,2750.467,2016,2
325,US-2018-123803,10/07/2018,10/07/2018,Same Day,KM-16720,Kunst Miller,Consumer,United States,Atlanta,Georgia,30318,South,OFF-PA-17887754,Office Supplies,Paper,Xerox 1920,2945.704,2018,7
326,CA-2018-161974,07/01/2018,13/01/2018,Standard Class,LC-16870,Lena Cacioppo,Consumer,United States,Indianapolis,Indiana,47201,Central,OFF-PA-13497162,Office Supplies,Paper,Xerox 1920,3364.326,2018,1
327,CA-2017-188647,23/03/2017,28/03/2017,Standard Class,KD-16270,Karen Daniels,Consumer,United States,Madison,Wisconsin,57241,Central,FUR-TA-13958849,Furniture,Tables,Bretford CR4500 Series Slim Rectangular Table,1137.148,2017,3
328,US-2016-132600,21/05/2016,29/05/2016,Standard Class,NP-18670,Nora Paige,Consumer,United States,Fort Lauderdale,Florida,72294,South,TEC-AC-11501223,Technology,Accessories,Logitech K350 2.4Ghz Wireless Keyboard,321.723,2016,5
329,CA-2017-170597,17/11/2017,22/11/2017,Standard Class,KD-16345,Katherine Ducich,Consumer,United States,Spokane,Washington,73942,West,FUR-BO-15827024,Furniture,Bookcases,O Sullivan Living Dimensions 2-Shelf Bookcases,1536.639,2017,11
330,CA-2016-171137,11/01/2016,13/01/2016,Same Day,KH-16690,Kristen Hastings,Corporate,United States,Phoenix,Arizona,85023,West,TEC-CO-14944490,Technology,Copiers,Canon Image Class D660 Copier,665.836,2016,1
331,CA-2016-118242,05/10/2016,09/10/2016,First Class,TS-21610,Troy Staebel,Consumer,United States,Madison,Wisconsin,19027,Central,TEC-AC-14960564,Technology,Accessories,Microsoft Arc Touch Mouse,1896.538,2016,10
332,CA-2018-189551,01/01/2018,02/01/2018,Same Day,SO-20335,Sean ODonnell,Consumer,United States,Belleville,New Jersey,18302,East,TEC-CO-18792431,Technology,Copiers,Canon PC1080F Personal Copier,1931.034,2018,1
333,US-2017-126486,15/06/2017,17/06/2017,Same Day,TB-21520,Tracy Blumstein,Consumer,United States,New Orleans,Louisiana,18739,South,FUR-TA-10524686,Furniture,Tables,KI Conference Tables,672.275,2017,6
334,CA-2015-166910,20/10/2015,23/10/2015,Same Day,CC-12670,Craig Carreira,Consumer,United States,Troy,New York,38930,East,TEC-PH-13502044,Technology,Phones,Cisco SPA 501G IP Phone,3249.556,2015,10
335,US-2015-196246,28/08/2015,04/09/2015,Standard Class,LC-17140,Logan Currie,Consumer,United States,Urbandale,Iowa,17641,Central,TEC-MA-10682046,Technology,Machines,Zebra GX420t Direct Thermal Printer,1065.058,2015,8
336,CA-2016-171137,22/09/2016,27/09/2016,Standard Class,KH-16690,Kristen Hastings,Corporate,United States,West Jordan,Utah,35312,West,TEC-AC-13001408,Technology,Accessories,Sony 64GB Class 10 Micro SDHC R40 Memory Card,1954.379,2016,9
337,US-2015-186184,23/11/2015,28/11/2015,First Class,SC-20725,Steven Cartwright,Consumer,United States,Grand Rapids,Michigan,33644,Central,TEC-CO-15662526,Technology,Copiers,Canon Image Class D660 Copier,3494.521,2015,11
338,US-2018-143213,30/06/2018,04/07/2018,First Class,RB-19465,Rick Bensley,Home Office,United States,Gladstone,Missouri,52395,Central,TEC-AC-19154089,Technology,Accessories,Sony 64GB Class 10 Micro SDHC R40 Memory Card,2680.447,2018,6
